id_encuestado,RangoEdad,SegmentoEdad,Genero,Ocupacion
2407,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2408,25 - 34 años,Adulto Joven,Femenino,Estudiante
2409,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2410,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
2411,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2412,35 - 44 años,Adulto,Masculino,Empleado privado
2413,35 - 44 años,Adulto,Masculino,Empresario
2414,35 - 44 años,Adulto,Masculino,Profesional independiente
2415,25 - 34 años,Adulto Joven,Masculino,Ama de casa
2416,25 - 34 años,Adulto Joven,Femenino,Comerciante
2417,45 - 54 años,Adulto Mayor,Masculino,Comerciante
2418,55 años o más,Senior,Femenino,Profesional independiente
2419,35 - 44 años,Adulto,Masculino,Estudiante
2420,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Ama de casa
2421,25 - 34 años,Adulto Joven,Femenino,Estudiante
2422,18 - 24 años,Joven Adulto,Masculino,Estudiante
2423,25 - 34 años,Adulto Joven,Femenino,Comerciante
2424,35 - 44 años,Adulto,Prefiero no indicarlo,Empleado privado
2425,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2426,Menos de 18 años,Juvenil,Masculino,Empleado privado
2427,55 años o más,Senior,Masculino,Comerciante
2428,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
2429,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
2430,25 - 34 años,Adulto Joven,Femenino,Empresario
2431,35 - 44 años,Adulto,Masculino,Comerciante
2432,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2433,18 - 24 años,Joven Adulto,Masculino,Estudiante
2434,35 - 44 años,Adulto,Masculino,Empleado privado
2435,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2436,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2437,25 - 34 años,Adulto Joven,Femenino,Jubilado
2438,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2440,18 - 24 años,Joven Adulto,Masculino,Empresario
2441,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
2442,18 - 24 años,Joven Adulto,Femenino,Estudiante
2443,25 - 34 años,Adulto Joven,Masculino,Comerciante
2444,Menos de 18 años,Juvenil,Prefiero no indicarlo,Empleado privado
2445,18 - 24 años,Joven Adulto,Masculino,Estudiante
2446,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2447,Menos de 18 años,Juvenil,Masculino,Empleado público
2448,18 - 24 años,Joven Adulto,Femenino,Estudiante
2449,55 años o más,Senior,Femenino,Estudiante
2450,25 - 34 años,Adulto Joven,Masculino,Comerciante
2451,18 - 24 años,Joven Adulto,Femenino,Empleado público
2452,Menos de 18 años,Juvenil,Femenino,Empresario
2453,35 - 44 años,Adulto,Masculino,Empleado privado
2454,25 - 34 años,Adulto Joven,Femenino,Comerciante
2455,55 años o más,Senior,Masculino,Profesional independiente
2456,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
2457,25 - 34 años,Adulto Joven,Femenino,Empleado público
2458,25 - 34 años,Adulto Joven,Femenino,No especificado
2459,25 - 34 años,Adulto Joven,Masculino,Estudiante
2460,35 - 44 años,Adulto,Femenino,Estudiante
2461,Menos de 18 años,Juvenil,Masculino,Ama de casa
2462,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2463,35 - 44 años,Adulto,Masculino,Otro
2464,Menos de 18 años,Juvenil,Femenino,Profesional independiente
2465,18 - 24 años,Joven Adulto,Masculino,Empleado público
2466,Menos de 18 años,Juvenil,Femenino,Empleado privado
2467,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2468,55 años o más,Senior,Femenino,Profesional independiente
2469,45 - 54 años,Adulto Mayor,Masculino,Comerciante
2470,35 - 44 años,Adulto,Femenino,Empresario
2471,25 - 34 años,Adulto Joven,Masculino,Comerciante
2472,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2473,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
2474,Menos de 18 años,Juvenil,Femenino,Estudiante
2475,18 - 24 años,Joven Adulto,Masculino,Estudiante
2476,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2477,35 - 44 años,Adulto,Masculino,Empleado privado
2479,45 - 54 años,Adulto Mayor,Femenino,Comerciante
2480,35 - 44 años,Adulto,Femenino,Estudiante
2481,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2482,35 - 44 años,Adulto,Masculino,Comerciante
2483,35 - 44 años,Adulto,Femenino,Estudiante
2484,25 - 34 años,Adulto Joven,Femenino,Comerciante
2485,55 años o más,Senior,Masculino,Profesional independiente
2486,35 - 44 años,Adulto,Femenino,Estudiante
2487,Menos de 18 años,Juvenil,Prefiero no indicarlo,Estudiante
2488,35 - 44 años,Adulto,Femenino,Empresario
2489,Menos de 18 años,Juvenil,Femenino,Empleado privado
2490,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
2491,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2492,Menos de 18 años,Juvenil,Femenino,Empresario
2493,35 - 44 años,Adulto,Masculino,Estudiante
2494,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2495,Menos de 18 años,Juvenil,Femenino,Empresario
2496,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2497,45 - 54 años,Adulto Mayor,Masculino,Empresario
2498,Menos de 18 años,Juvenil,Masculino,Profesional independiente
2499,45 - 54 años,Adulto Mayor,Femenino,Empleado público
2500,35 - 44 años,Adulto,Femenino,Empleado privado
