id_campania,TipoPublicidadAtractiva,PromocionPreferida,CampaniaMasProbableCompra,CompraTarjetasColeccionables
2168,Humor,2x1,Edición Mundial FIFA 2026,Sí
2169,Humor,Producto gratis,Edición Brasil,No
2170,Historias de aficionados,Descuento directo,Edición Francia,Sí
2171,Historias de aficionados,Descuento directo,Edición Mundial FIFA 2026,Sí
2172,Humor,2x1,Edición Inglaterra,Sí
2173,Humor,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2174,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,Sí
2175,Un jugador famoso,Producto gratis,Edición con jugadores famosos,No
2176,Un jugador famoso,2x1,Edición Mundial FIFA 2026,No
2177,Premios y sorteos,Descuento directo,Edición Mundial FIFA 2026,Sí
2178,Premios y sorteos,Descuento directo,Edición Brasil,Sí
2179,Humor,Descuento directo,Edición Argentina,No
2180,Humor,Producto gratis,Edición con jugadores famosos,No
2181,Una selección nacional,Tarjetas coleccionables,Edición Argentina,Sí
2182,Una selección nacional,Tarjetas coleccionables,Edición Inglaterra,Sí
2183,Historias de aficionados,Descuento directo,Edición Argentina,Sí
2184,Una selección nacional,Producto gratis,Edición Argentina,Sí
2185,Premios y sorteos,Sorteo de camisetas,Edición Argentina,Sí
2186,Un jugador famoso,Producto gratis,Edición Inglaterra,No
2187,Un jugador famoso,Descuento directo,Edición Argentina,No
2188,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,Sí
2189,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2190,Una selección nacional,Sorteo de camisetas,Edición con tarjetas coleccionables,Sí
2191,Humor,Descuento directo,Edición con tarjetas coleccionables,Sí
2192,Premios y sorteos,2x1,Edición con tarjetas coleccionables,No
2193,Premios y sorteos,Sorteo de camisetas,Edición Francia,No
2194,Premios y sorteos,Producto gratis,Edición Argentina,No
2195,Humor,Sorteo de camisetas,Edición con tarjetas coleccionables,Sí
2196,Una selección nacional,Sorteo de camisetas,Edición Francia,No
2197,Una selección nacional,Producto gratis,Edición Francia,No
2198,Premios y sorteos,Sorteo de camisetas,Edición Francia,Sí
2200,Una selección nacional,Sorteo de balones,Edición Mundial FIFA 2026,No
2201,Un jugador famoso,2x1,Edición Argentina,No
2202,Humor,Sorteo de balones,Edición España,No
2203,Una selección nacional,Sorteo de camisetas,Edición con jugadores famosos,Sí
2204,Historias de aficionados,Tarjetas coleccionables,Edición Brasil,Sí
2205,Humor,2x1,Edición Francia,No
2206,Un jugador famoso,Tarjetas coleccionables,Edición Inglaterra,Sí
2207,Historias de aficionados,Descuento directo,Edición Argentina,No
2208,Humor,Descuento directo,Edición con jugadores famosos,Sí
2209,Un jugador famoso,Descuento directo,Edición España,Sí
2210,Historias de aficionados,Descuento directo,Edición Francia,No
2211,Una selección nacional,2x1,Edición Argentina,No
2212,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,Sí
2213,Un jugador famoso,Sorteo de balones,Edición con tarjetas coleccionables,Sí
2214,Una selección nacional,Descuento directo,Edición Francia,Sí
2215,Un jugador famoso,2x1,Edición Mundial FIFA 2026,Sí
2216,Premios y sorteos,Producto gratis,Edición Francia,Sí
2217,Un jugador famoso,2x1,Edición Argentina,Sí
2218,Una selección nacional,2x1,Edición Mundial FIFA 2026,No
2219,Premios y sorteos,Descuento directo,Edición con jugadores famosos,Sí
2220,Una selección nacional,2x1,Edición España,No
2221,Premios y sorteos,Descuento directo,Edición Argentina,Sí
2222,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
2223,Humor,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
2224,Un jugador famoso,Sorteo de camisetas,Edición con jugadores famosos,Sí
2225,Una selección nacional,Sorteo de viajes,Edición España,No
2226,Un jugador famoso,2x1,Edición Argentina,Sí
2227,Un jugador famoso,2x1,Edición Argentina,No
2228,Una selección nacional,Tarjetas coleccionables,Edición Francia,Sí
2229,Una selección nacional,Producto gratis,Edición Brasil,Sí
2230,Un jugador famoso,2x1,Edición Argentina,No
2231,Un jugador famoso,2x1,Edición Brasil,Sí
2232,Premios y sorteos,2x1,Edición Inglaterra,Sí
2233,Premios y sorteos,Tarjetas coleccionables,Edición Argentina,Sí
2234,Historias de aficionados,Descuento directo,Edición Argentina,Sí
2235,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
2236,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
2237,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2238,Un jugador famoso,2x1,Edición España,Sí
2239,Humor,2x1,Edición con tarjetas coleccionables,Sí
2240,Humor,Sorteo de viajes,Edición Mundial FIFA 2026,No
2241,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,No
2242,Una selección nacional,Sorteo de balones,Edición Brasil,Sí
2243,Premios y sorteos,2x1,Edición con tarjetas coleccionables,Sí
2244,Una selección nacional,2x1,Edición Inglaterra,No
2245,Historias de aficionados,2x1,Edición España,Sí
2246,Humor,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2247,Una selección nacional,Sorteo de camisetas,Edición Argentina,Sí
2248,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
2249,Una selección nacional,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
2250,Una selección nacional,Sorteo de viajes,Edición Francia,No
2251,Historias de aficionados,Sorteo de camisetas,Edición con jugadores famosos,Sí
2252,Historias de aficionados,Sorteo de viajes,Edición Inglaterra,No
2253,Un jugador famoso,Sorteo de camisetas,Edición España,No
2254,Un jugador famoso,2x1,Edición Inglaterra,Sí
2255,Historias de aficionados,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2256,Premios y sorteos,Descuento directo,Edición Inglaterra,No
2257,Un jugador famoso,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2258,Humor,Producto gratis,Edición Brasil,Sí
2259,Una selección nacional,Sorteo de balones,Edición España,Sí
2260,Historias de aficionados,Producto gratis,Edición con tarjetas coleccionables,No
2261,Premios y sorteos,2x1,Edición España,Sí
2262,Humor,Sorteo de viajes,Edición Brasil,Sí
2263,Un jugador famoso,2x1,Edición Mundial FIFA 2026,Sí
2264,Historias de aficionados,Tarjetas coleccionables,Edición Inglaterra,No
2265,Una selección nacional,Descuento directo,Edición Argentina,Sí
2266,Historias de aficionados,Descuento directo,Edición Francia,Sí
2267,Un jugador famoso,Sorteo de balones,Edición Mundial FIFA 2026,Sí
2268,Un jugador famoso,Tarjetas coleccionables,Edición España,Sí
2269,Un jugador famoso,Descuento directo,Edición con jugadores famosos,No
2270,Un jugador famoso,Producto gratis,Edición Inglaterra,Sí
2271,Una selección nacional,2x1,Edición con jugadores famosos,Sí
2272,Humor,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
2273,Historias de aficionados,Sorteo de viajes,Edición Argentina,Sí
2274,Un jugador famoso,2x1,Edición Argentina,Sí
2275,Premios y sorteos,Sorteo de viajes,Edición con jugadores famosos,Sí
2276,Historias de aficionados,Tarjetas coleccionables,Edición Argentina,Sí
2277,Premios y sorteos,2x1,Edición Mundial FIFA 2026,Sí
2278,Una selección nacional,2x1,Edición Argentina,No
2279,Una selección nacional,Tarjetas coleccionables,Edición Brasil,No
2280,Una selección nacional,Descuento directo,Edición Brasil,No
2281,Premios y sorteos,Sorteo de balones,Edición Argentina,Sí
2282,Un jugador famoso,2x1,Edición Brasil,Sí
2283,Un jugador famoso,Sorteo de camisetas,Edición Argentina,No
2284,Un jugador famoso,2x1,Edición España,Sí
2285,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,No
2286,Humor,2x1,Edición con tarjetas coleccionables,Sí
2287,Premios y sorteos,2x1,Edición Argentina,Sí
2288,Premios y sorteos,Descuento directo,Edición España,Sí
2289,Historias de aficionados,Sorteo de viajes,Edición Francia,Sí
2290,Historias de aficionados,Sorteo de camisetas,Edición Argentina,Sí
2291,Un jugador famoso,Sorteo de viajes,Edición Mundial FIFA 2026,No
2292,Una selección nacional,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2293,Una selección nacional,Tarjetas coleccionables,Edición Francia,Sí
2294,Premios y sorteos,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2295,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
2296,Historias de aficionados,Sorteo de viajes,Edición España,Sí
2297,Historias de aficionados,2x1,Edición Francia,Sí
2298,Un jugador famoso,Sorteo de camisetas,Edición Brasil,No
2299,Una selección nacional,Sorteo de camisetas,Edición Brasil,No
2300,Premios y sorteos,Producto gratis,Edición con jugadores famosos,Sí
2301,Un jugador famoso,Sorteo de camisetas,Edición Brasil,Sí
2302,Historias de aficionados,2x1,Edición Inglaterra,Sí
2303,Un jugador famoso,Producto gratis,Edición Mundial FIFA 2026,No
2304,Un jugador famoso,Sorteo de camisetas,Edición Brasil,No
2305,Un jugador famoso,Descuento directo,Edición Brasil,Sí
2306,Premios y sorteos,2x1,Edición con jugadores famosos,Sí
2307,Premios y sorteos,2x1,Edición Inglaterra,No
2308,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
2309,Una selección nacional,Tarjetas coleccionables,Edición Inglaterra,No
2310,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,No
2311,Humor,2x1,Edición Francia,Sí
2312,Una selección nacional,Tarjetas coleccionables,Edición Francia,Sí
2313,Un jugador famoso,Sorteo de viajes,Edición Argentina,Sí
2314,Un jugador famoso,2x1,Edición Argentina,Sí
2315,Un jugador famoso,2x1,Edición Mundial FIFA 2026,Sí
2316,Una selección nacional,Sorteo de camisetas,Edición España,Sí
2317,Un jugador famoso,Producto gratis,Edición Mundial FIFA 2026,No
2318,Historias de aficionados,Sorteo de viajes,Edición Argentina,No
2319,Premios y sorteos,2x1,Edición con tarjetas coleccionables,No
2320,Premios y sorteos,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
2321,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
2322,Premios y sorteos,Producto gratis,Edición Brasil,Sí
2323,Una selección nacional,Sorteo de balones,Edición con jugadores famosos,Sí
2324,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
2325,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
2326,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
2327,Humor,Sorteo de viajes,Edición con tarjetas coleccionables,No
2328,Una selección nacional,Sorteo de balones,Edición Brasil,No
2329,Una selección nacional,Descuento directo,Edición Argentina,Sí
2331,Una selección nacional,2x1,Edición España,Sí
2332,Premios y sorteos,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
2333,Un jugador famoso,Sorteo de balones,Edición Brasil,No
2334,Un jugador famoso,2x1,Edición Mundial FIFA 2026,No
2335,Historias de aficionados,Sorteo de balones,Edición Inglaterra,No
2336,Humor,Descuento directo,Edición Francia,No
2337,Historias de aficionados,2x1,Edición España,Sí
2338,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
2339,Humor,2x1,Edición España,No
2340,Premios y sorteos,Descuento directo,Edición Francia,Sí
2341,Historias de aficionados,Tarjetas coleccionables,Edición Brasil,Sí
2342,Humor,Descuento directo,Edición con tarjetas coleccionables,No
2343,Un jugador famoso,Producto gratis,Edición Inglaterra,No
2344,Una selección nacional,2x1,Edición España,Sí
2345,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,No
2346,Un jugador famoso,Producto gratis,Edición Argentina,Sí
2347,Historias de aficionados,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2348,Historias de aficionados,Producto gratis,Edición con tarjetas coleccionables,Sí
2349,Humor,Producto gratis,Edición España,No
2350,Premios y sorteos,2x1,Edición Argentina,Sí
2351,Premios y sorteos,Producto gratis,Edición Brasil,Sí
2352,Un jugador famoso,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2353,Premios y sorteos,Sorteo de balones,Edición con jugadores famosos,Sí
2354,Humor,Tarjetas coleccionables,Edición Brasil,Sí
2355,Humor,Producto gratis,Edición Francia,No
2356,Una selección nacional,Sorteo de viajes,Edición Argentina,Sí
2357,Historias de aficionados,2x1,Edición Mundial FIFA 2026,Sí
2358,Un jugador famoso,Descuento directo,Edición Argentina,No
2359,Un jugador famoso,Sorteo de camisetas,Edición Inglaterra,Sí
2360,Una selección nacional,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2361,Una selección nacional,Sorteo de camisetas,Edición Argentina,Sí
2362,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
2363,Una selección nacional,2x1,Edición Francia,No
2364,Un jugador famoso,Sorteo de camisetas,Edición Brasil,No
2365,Historias de aficionados,Producto gratis,Edición Francia,Sí
2366,Premios y sorteos,2x1,Edición Francia,Sí
2367,Una selección nacional,2x1,Edición España,Sí
2368,Un jugador famoso,Descuento directo,Edición Brasil,No
2369,Premios y sorteos,Tarjetas coleccionables,Edición Inglaterra,Sí
2370,Historias de aficionados,2x1,Edición Brasil,No
2371,Premios y sorteos,Descuento directo,Edición Brasil,Sí
2372,Una selección nacional,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2373,Humor,2x1,Edición Argentina,Sí
2374,Un jugador famoso,Sorteo de camisetas,Edición Francia,Sí
2375,Humor,Descuento directo,Edición Francia,Sí
2376,Una selección nacional,2x1,Edición con jugadores famosos,Sí
2377,Historias de aficionados,Sorteo de camisetas,Edición con jugadores famosos,Sí
2378,Una selección nacional,2x1,Edición Brasil,Sí
2379,Premios y sorteos,2x1,Edición Francia,No
2380,Una selección nacional,2x1,Edición con jugadores famosos,Sí
2381,Una selección nacional,Producto gratis,Edición con tarjetas coleccionables,No
2382,Historias de aficionados,Tarjetas coleccionables,Edición Argentina,No
2383,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
2384,Premios y sorteos,Sorteo de camisetas,Edición con jugadores famosos,Sí
2385,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2386,Un jugador famoso,2x1,Edición Argentina,No
2387,Un jugador famoso,2x1,Edición Argentina,Sí
2388,Una selección nacional,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
2389,Una selección nacional,Sorteo de camisetas,Edición Francia,No
2390,Historias de aficionados,2x1,Edición Argentina,No
2391,Una selección nacional,2x1,Edición con tarjetas coleccionables,Sí
2392,Una selección nacional,Producto gratis,Edición Argentina,No
2393,Humor,Descuento directo,Edición Brasil,Sí
2394,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,No
2395,Premios y sorteos,Producto gratis,Edición Brasil,No
2396,Premios y sorteos,Tarjetas coleccionables,Edición Brasil,Sí
2397,Un jugador famoso,2x1,Edición Argentina,No
2398,Historias de aficionados,Tarjetas coleccionables,Edición Argentina,No
2399,Historias de aficionados,Sorteo de camisetas,Edición con jugadores famosos,Sí
2400,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
2401,Una selección nacional,Sorteo de balones,Edición Brasil,Sí
2402,Premios y sorteos,Tarjetas coleccionables,Edición Brasil,No
2403,Historias de aficionados,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2404,Premios y sorteos,Descuento directo,Edición España,No
2406,Humor,2x1,Edición con tarjetas coleccionables,Sí
2407,Un jugador famoso,Descuento directo,Edición Brasil,Sí
2408,Premios y sorteos,2x1,Edición Francia,Sí
2409,Historias de aficionados,Sorteo de camisetas,Edición Argentina,Sí
2410,Humor,Sorteo de camisetas,Edición Argentina,Sí
2411,Premios y sorteos,Descuento directo,Edición con tarjetas coleccionables,No
2412,Historias de aficionados,Sorteo de viajes,Edición con jugadores famosos,Sí
2413,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
2414,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
2415,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
2416,Una selección nacional,Tarjetas coleccionables,Edición Inglaterra,Sí
2417,Un jugador famoso,Sorteo de camisetas,Edición Brasil,Sí
2418,Historias de aficionados,Sorteo de camisetas,Edición con jugadores famosos,Sí
2419,Una selección nacional,Descuento directo,Edición Brasil,Sí
2420,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
2421,Una selección nacional,Sorteo de viajes,Edición Argentina,Sí
2422,Humor,Tarjetas coleccionables,Edición Brasil,Sí
2423,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,Sí
2424,Un jugador famoso,Descuento directo,Edición Brasil,Sí
2425,Una selección nacional,Tarjetas coleccionables,Edición Brasil,Sí
2426,Un jugador famoso,Producto gratis,Edición Mundial FIFA 2026,No
2427,Historias de aficionados,Producto gratis,Edición Mundial FIFA 2026,No
2428,Una selección nacional,Sorteo de camisetas,Edición Francia,No
2429,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,Sí
2430,Una selección nacional,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2431,Premios y sorteos,Producto gratis,Edición Inglaterra,No
2432,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
2433,Humor,Sorteo de viajes,Edición con jugadores famosos,Sí
2434,Una selección nacional,Tarjetas coleccionables,Edición Francia,No
2435,Historias de aficionados,Sorteo de camisetas,Edición Argentina,Sí
2436,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,Sí
2437,Un jugador famoso,2x1,Edición Francia,Sí
2438,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,No
2440,Una selección nacional,Producto gratis,Edición Francia,Sí
2441,Una selección nacional,Producto gratis,Edición Brasil,Sí
2442,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
2443,Un jugador famoso,Sorteo de balones,Edición con jugadores famosos,Sí
2444,Historias de aficionados,2x1,Edición Mundial FIFA 2026,No
2445,Un jugador famoso,Sorteo de viajes,Edición con jugadores famosos,Sí
2446,Una selección nacional,2x1,Edición Argentina,No
2447,Humor,Producto gratis,Edición con tarjetas coleccionables,No
2448,Una selección nacional,Producto gratis,Edición Francia,Sí
2449,Premios y sorteos,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2450,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
2451,Premios y sorteos,Tarjetas coleccionables,Edición Brasil,No
2452,Un jugador famoso,Descuento directo,Edición con jugadores famosos,No
2453,Premios y sorteos,2x1,Edición Francia,No
2454,Humor,Producto gratis,Edición con jugadores famosos,Sí
2455,Una selección nacional,Descuento directo,Edición España,No
2456,Una selección nacional,2x1,Edición Argentina,No
2457,Premios y sorteos,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2458,Un jugador famoso,2x1,Edición Brasil,No
2459,Una selección nacional,Producto gratis,Edición con tarjetas coleccionables,No
2460,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2461,Un jugador famoso,Descuento directo,Edición con jugadores famosos,No
2462,Humor,Sorteo de viajes,Edición con jugadores famosos,Sí
2463,Historias de aficionados,Descuento directo,Edición con tarjetas coleccionables,No
2464,Una selección nacional,Descuento directo,Edición Francia,No
2465,Una selección nacional,2x1,Edición Mundial FIFA 2026,Sí
2466,Premios y sorteos,Descuento directo,Edición Argentina,No
2467,Una selección nacional,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2468,Una selección nacional,Sorteo de balones,Edición Argentina,No
2469,Historias de aficionados,2x1,Edición Brasil,Sí
2470,Historias de aficionados,Tarjetas coleccionables,Edición con jugadores famosos,No
2471,Premios y sorteos,Sorteo de viajes,Edición Francia,No
2472,Premios y sorteos,Sorteo de viajes,Edición Argentina,No
2473,Una selección nacional,2x1,Edición Inglaterra,No
2474,Premios y sorteos,2x1,Edición Brasil,No
2475,Una selección nacional,2x1,Edición con tarjetas coleccionables,No
2476,Un jugador famoso,2x1,Edición con tarjetas coleccionables,No
2477,Un jugador famoso,Descuento directo,Edición España,Sí
2479,Un jugador famoso,Producto gratis,Edición Inglaterra,No
2480,Humor,Sorteo de viajes,Edición Brasil,Sí
2481,Humor,2x1,Edición Brasil,No
2482,Una selección nacional,Producto gratis,Edición con tarjetas coleccionables,Sí
2483,Humor,Sorteo de viajes,Edición España,Sí
2484,Premios y sorteos,Producto gratis,Edición Mundial FIFA 2026,No
2485,Humor,Sorteo de viajes,Edición Brasil,No
2486,Premios y sorteos,Producto gratis,Edición Mundial FIFA 2026,Sí
2487,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2488,Una selección nacional,Sorteo de balones,Edición con tarjetas coleccionables,Sí
2489,Un jugador famoso,Tarjetas coleccionables,Edición Inglaterra,No
2490,Un jugador famoso,2x1,Edición Argentina,Sí
2491,Premios y sorteos,Sorteo de camisetas,Edición Brasil,Sí
2492,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,Sí
2493,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
2494,Historias de aficionados,Producto gratis,Edición con tarjetas coleccionables,Sí
2495,Una selección nacional,2x1,Edición con tarjetas coleccionables,Sí
2496,Premios y sorteos,Producto gratis,Edición Brasil,Sí
2497,Premios y sorteos,2x1,Edición con jugadores famosos,No
2498,Humor,Descuento directo,Edición Francia,Sí
2499,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
2500,Un jugador famoso,2x1,Edición Inglaterra,Sí
