id_encuesta,GastoSnacksPartido,CantidadSnacks,AltaIntencionCompra,CategoriaPrecio,FrecuenciaConsumoSnacks,SeleccionApoya,JugadoresInfluyentes,PlaneaVerMundial2026,ConQuienVePartidos,id_encuestado,id_ubicacion,id_tiempo,id_campania
745,Q25 - Q50,3,1,Moderado,1 a 2 veces por semana,Colombia,Cristiano Ronaldo; Harry Kane; Kylian Mbappé,Sí,Solo,745,745,745,745
746,Q25 - Q50,3,0,Moderado,Varias veces al mes,Brasil,Harry Kane,Sí,Amigos,746,746,746,746
747,Q101 - Q150,1,0,Moderado,3 a 5 veces por semana,Ghana,Rodri,Sí,Familia,747,747,747,747
748,Q25 - Q50,2,1,Moderado,1 a 2 veces por semana,Estados Unidos,Vinícius Júnior,No,Amigos,748,748,748,748
749,Q51 - Q100,3,1,Premium,3 a 5 veces por semana,Paraguay,Lamine Yamal; Vinícius Júnior,Sí,Familia,749,749,749,749
750,Más de Q150,2,1,Moderado,Varias veces al mes,España,Lionel Messi,Sí,Familia,750,750,750,750
751,Q25 - Q50,2,1,Moderado,Rara vez,Argentina,Jude Bellingham; Lionel Messi; Neymar Jr.,Sí,Compañeros de trabajo,751,751,751,751
752,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Uruguay,Neymar Jr.,Sí,Compañeros de trabajo,752,752,752,752
753,Q101 - Q150,2,0,Moderado,Todos los días,Francia,Lionel Messi,Sí,Amigos,753,753,753,753
754,Q25 - Q50,2,0,Moderado,3 a 5 veces por semana,España,Julián Álvarez; Neymar Jr.; Vinícius Júnior,Sí,Amigos,754,754,754,754
755,Q51 - Q100,3,1,Moderado,1 a 2 veces por semana,España,Lionel Messi,Sí,Familia,755,755,755,755
756,Q25 - Q50,1,0,Super Premium,1 a 2 veces por semana,Argentina,Cristiano Ronaldo,Sí,Solo,756,756,756,756
757,Menos de Q25,3,0,Premium,3 a 5 veces por semana,Brasil,Neymar Jr.; Cristiano Ronaldo; Kylian Mbappé,Sí,Familia,757,757,757,757
758,Q25 - Q50,2,1,Accesible,Varias veces al mes,Inglaterra,Neymar Jr.,Sí,Familia,758,758,758,758
759,Más de Q150,3,0,Moderado,Varias veces al mes,México,Rodri; Cristiano Ronaldo,Sí,Amigos,759,759,759,759
760,Menos de Q25,3,1,Moderado,3 a 5 veces por semana,Brasil,Federico Valverde,Sí,Familia,760,760,760,760
761,Q25 - Q50,1,0,Premium,1 a 2 veces por semana,España,Julián Álvarez; Lionel Messi; Neymar Jr.,Sí,Compañeros de trabajo,761,761,761,761
762,Q101 - Q150,3,1,Super Premium,Todos los días,Argentina,Ninguno; Lamine Yamal,Sí,Amigos,762,762,762,762
763,Q25 - Q50,3,1,Accesible,1 a 2 veces por semana,Francia,Lionel Messi; Harry Kane,Sí,Amigos,763,763,763,763
764,Q25 - Q50,2,1,Accesible,Todos los días,Estados Unidos,Lionel Messi; Vinícius Júnior; Cristiano Ronaldo,Sí,Amigos,764,764,764,764
765,Más de Q150,1,1,Moderado,1 a 2 veces por semana,Brasil,Kylian Mbappé; Federico Valverde,Sí,Familia,765,765,765,765
766,Q25 - Q50,1,1,Moderado,Varias veces al mes,Estados Unidos,Lamine Yamal,Sí,Amigos,766,766,766,766
767,Q101 - Q150,2,0,Moderado,Varias veces al mes,Francia,Kylian Mbappé; Cristiano Ronaldo; Jude Bellingham,Sí,Compañeros de trabajo,767,767,767,767
768,Q51 - Q100,1,1,Super Premium,1 a 2 veces por semana,Paraguay,Kylian Mbappé; Cristiano Ronaldo,No,Familia,768,768,768,768
769,Más de Q150,3,1,Accesible,3 a 5 veces por semana,Portugal,Cristiano Ronaldo,Sí,Compañeros de trabajo,769,769,769,769
770,Q25 - Q50,3,0,Premium,1 a 2 veces por semana,Argentina,Rodri,Sí,Amigos,770,770,770,770
771,Q101 - Q150,3,0,Premium,3 a 5 veces por semana,Brasil,Lionel Messi,Sí,Familia,771,771,771,771
772,Menos de Q25,1,1,Economico,3 a 5 veces por semana,Jordania,Lionel Messi; Christian Pulisic; Kylian Mbappé,Sí,Familia,772,772,772,772
773,Q25 - Q50,1,1,Moderado,Todos los días,Brasil,Neymar Jr.,Sí,Amigos,773,773,773,773
774,Q25 - Q50,3,1,Moderado,1 a 2 veces por semana,Inglaterra,Neymar Jr.,Sí,Amigos,774,774,774,774
775,Menos de Q25,1,1,Premium,3 a 5 veces por semana,México,Kylian Mbappé,Sí,Compañeros de trabajo,775,775,775,775
776,Q25 - Q50,3,1,Premium,Todos los días,Brasil,Neymar Jr.; Lionel Messi; Kylian Mbappé,Sí,Amigos,776,776,776,776
777,Q51 - Q100,1,1,Accesible,Rara vez,Jordania,Neymar Jr.; Jude Bellingham,Sí,Familia,777,777,777,777
778,Q51 - Q100,2,1,Economico,Rara vez,Francia,Kylian Mbappé; Neymar Jr.; Federico Valverde,No,Familia,778,778,778,778
779,Q25 - Q50,3,0,Accesible,1 a 2 veces por semana,Portugal,Lionel Messi; Vinícius Júnior; Alphonso Davies,Sí,Compañeros de trabajo,779,779,779,779
780,Menos de Q25,3,0,Economico,Todos los días,Argentina,Cristiano Ronaldo,Sí,Otro,780,780,780,780
781,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,México,Neymar Jr.,Sí,Amigos,781,781,781,781
782,Q51 - Q100,1,0,Accesible,1 a 2 veces por semana,FRANCIA,Lionel Messi; Jude Bellingham; Vinícius Júnior,Sí,Amigos,782,782,782,782
783,Q25 - Q50,2,1,Accesible,Todos los días,Brasil,Neymar Jr.,Sí,Solo,783,783,783,783
784,Q25 - Q50,2,1,Economico,1 a 2 veces por semana,Francia,Kylian Mbappé; Neymar Jr.; Vinícius Júnior,Sí,Familia,784,784,784,784
785,Menos de Q25,1,0,Moderado,1 a 2 veces por semana,BRASIL,Harry Kane; Jude Bellingham,Sí,Amigos,785,785,785,785
786,Q25 - Q50,3,1,Moderado,Todos los días,Brasil,Lionel Messi; Alphonso Davies; Cristiano Ronaldo,Sí,Familia,786,786,786,786
787,Q25 - Q50,1,0,Moderado,3 a 5 veces por semana,Argentina,Christian Pulisic; Cristiano Ronaldo,Sí,Amigos,787,787,787,787
788,Q25 - Q50,3,1,Premium,1 a 2 veces por semana,Inglaterra,Neymar Jr.; Alphonso Davies; Lionel Messi,Sí,Solo,788,788,788,788
789,Más de Q150,3,0,Super Premium,Todos los días,Portugal,Harry Kane,Sí,Compañeros de trabajo,789,789,789,789
790,Q51 - Q100,2,0,Premium,3 a 5 veces por semana,Colombia,Harry Kane,Sí,Familia,790,790,790,790
791,Q25 - Q50,2,1,Accesible,Todos los días,México,Cristiano Ronaldo; Ninguno,Sí,Familia,791,791,791,791
792,Q51 - Q100,2,1,Premium,1 a 2 veces por semana,Alemania,Lionel Messi,Sí,Compañeros de trabajo,792,792,792,792
793,Q25 - Q50,3,0,Premium,Todos los días,México,Julián Álvarez; Lamine Yamal,No,Familia,793,793,793,793
794,Menos de Q25,2,1,Premium,3 a 5 veces por semana,Portugal,Kylian Mbappé; Ninguno,Sí,Amigos,794,794,794,794
795,Q25 - Q50,1,0,Accesible,1 a 2 veces por semana,Francia,Cristiano Ronaldo; Neymar Jr.; Lamine Yamal,No,Solo,795,795,795,795
796,Q51 - Q100,1,1,Accesible,1 a 2 veces por semana,México,Neymar Jr.; Lamine Yamal,No,Compañeros de trabajo,796,796,796,796
797,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,Canadá,Kylian Mbappé,No,Amigos,797,797,797,797
798,Q101 - Q150,2,1,Economico,1 a 2 veces por semana,México,Julián Álvarez,Sí,Compañeros de trabajo,798,798,798,798
799,Q25 - Q50,1,1,Super Premium,3 a 5 veces por semana,Portugal,Lamine Yamal,Sí,Amigos,799,799,799,799
800,Menos de Q25,2,1,Economico,Todos los días,Brasil,Jude Bellingham; Lionel Messi,Sí,Familia,800,800,800,800
801,Q51 - Q100,3,1,Premium,Varias veces al mes,México,Kylian Mbappé; Alphonso Davies; Rodri,Sí,Compañeros de trabajo,801,801,801,801
802,Más de Q150,3,1,Moderado,Varias veces al mes,Estados Unidos,Lionel Messi; Jude Bellingham,Sí,Amigos,802,802,802,802
803,Menos de Q25,2,0,Accesible,Todos los días,Argentina,Julián Álvarez,Sí,Amigos,803,803,803,803
804,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,Francia,Neymar Jr.; Cristiano Ronaldo,Sí,Familia,804,804,804,804
805,Q51 - Q100,1,1,Premium,1 a 2 veces por semana,México,Kylian Mbappé; Alphonso Davies,Sí,Familia,805,805,805,805
806,Q25 - Q50,3,1,Moderado,Todos los días,Argentina,Cristiano Ronaldo; Kylian Mbappé; Neymar Jr.,Sí,Familia,806,806,806,806
807,Menos de Q25,3,1,Accesible,3 a 5 veces por semana,Brasil,Lionel Messi,Sí,Amigos,807,807,807,807
808,Más de Q150,1,0,Accesible,Todos los días,Brasil,Lionel Messi,No,Solo,808,808,808,808
809,Q51 - Q100,2,1,Moderado,Rara vez,Uruguay,Jude Bellingham; Kylian Mbappé; Lionel Messi,Sí,Otro,809,809,809,809
810,Q25 - Q50,2,0,Super Premium,1 a 2 veces por semana,Irán,Christian Pulisic; Vinícius Júnior; Neymar Jr.,Sí,Amigos,810,810,810,810
811,Q25 - Q50,2,1,Premium,3 a 5 veces por semana,México,Alphonso Davies; Vinícius Júnior; Rodri,Sí,Familia,811,811,811,811
812,Menos de Q25,3,0,Accesible,3 a 5 veces por semana,Brasil,Cristiano Ronaldo,Sí,Otro,812,812,812,812
813,Q25 - Q50,2,1,Premium,Todos los días,México,Cristiano Ronaldo; Vinícius Júnior,Sí,Amigos,813,813,813,813
814,Menos de Q25,3,1,Premium,1 a 2 veces por semana,TÜRKIYE,Cristiano Ronaldo,Sí,Compañeros de trabajo,814,814,814,814
815,Q25 - Q50,1,1,Moderado,3 a 5 veces por semana,México,Cristiano Ronaldo; Lionel Messi; Christian Pulisic,Sí,Amigos,815,815,815,815
816,Q101 - Q150,2,1,Moderado,1 a 2 veces por semana,Brasil,Vinícius Júnior; Cristiano Ronaldo,Sí,Familia,816,816,816,816
817,Q51 - Q100,3,1,Accesible,1 a 2 veces por semana,México,Lionel Messi,Sí,Amigos,817,817,817,817
818,Q25 - Q50,3,0,Moderado,1 a 2 veces por semana,Estados Unidos,Jude Bellingham,Sí,Amigos,818,818,818,818
819,Q25 - Q50,3,1,Moderado,Varias veces al mes,Portugal,Cristiano Ronaldo,Sí,Amigos,819,819,819,819
820,Q101 - Q150,1,0,Moderado,3 a 5 veces por semana,Francia,Lamine Yamal,Sí,Solo,820,820,820,820
821,Q25 - Q50,1,0,Accesible,Todos los días,Portugal,Vinícius Júnior; Lionel Messi; Neymar Jr.,Sí,Amigos,821,821,821,821
822,Q25 - Q50,3,1,Moderado,Varias veces al mes,Suecia,Lionel Messi; Rodri; Jude Bellingham,Sí,Amigos,822,822,822,822
823,Q51 - Q100,1,0,Moderado,Varias veces al mes,Argentina,Federico Valverde; Neymar Jr.,Sí,Otro,823,823,823,823
824,Q25 - Q50,1,1,Moderado,Todos los días,Francia,Cristiano Ronaldo; Christian Pulisic; Lionel Messi,Sí,Familia,824,824,824,824
825,Menos de Q25,1,1,Premium,Rara vez,España,Christian Pulisic; Julián Álvarez,Sí,Amigos,825,825,825,825
826,Q51 - Q100,1,1,Premium,3 a 5 veces por semana,Francia,Neymar Jr.; Federico Valverde,Sí,Amigos,826,826,826,826
827,Menos de Q25,2,0,Accesible,1 a 2 veces por semana,Francia,Lionel Messi,Sí,Amigos,827,827,827,827
828,Menos de Q25,3,1,Accesible,3 a 5 veces por semana,Argentina,Julián Álvarez,Sí,Familia,828,828,828,828
829,Q25 - Q50,1,1,Super Premium,3 a 5 veces por semana,Portugal,Lionel Messi,Sí,Solo,829,829,829,829
830,Q101 - Q150,3,1,Accesible,Varias veces al mes,España,Christian Pulisic; Lionel Messi,Sí,Solo,830,830,830,830
831,Q101 - Q150,2,1,Accesible,3 a 5 veces por semana,México,Federico Valverde; Lamine Yamal; Kylian Mbappé,Sí,Familia,831,831,831,831
832,Menos de Q25,2,0,Premium,1 a 2 veces por semana,Uruguay,Vinícius Júnior,Sí,Compañeros de trabajo,832,832,832,832
833,Q51 - Q100,3,1,Moderado,3 a 5 veces por semana,Haití,Lionel Messi; Neymar Jr.,Sí,Familia,833,833,833,833
834,Q25 - Q50,3,1,Economico,3 a 5 veces por semana,Argentina,Neymar Jr.,Sí,Familia,834,834,834,834
835,Menos de Q25,2,1,Accesible,1 a 2 veces por semana,México,Lionel Messi; Vinícius Júnior; Neymar Jr.,Sí,Familia,835,835,835,835
836,Q25 - Q50,2,1,Accesible,Todos los días,Estados Unidos,Lamine Yamal; Vinícius Júnior,Sí,Familia,836,836,836,836
837,Q25 - Q50,3,1,Moderado,Varias veces al mes,España,Jude Bellingham; Lionel Messi,Sí,Familia,837,837,837,837
838,Q51 - Q100,2,1,Accesible,Todos los días,Brasil,Neymar Jr.,Sí,Amigos,838,838,838,838
839,Q51 - Q100,3,1,Economico,3 a 5 veces por semana,Brasil,Cristiano Ronaldo; Federico Valverde; Lamine Yamal,Sí,Familia,839,839,839,839
840,Q25 - Q50,3,0,Moderado,1 a 2 veces por semana,Francia,Lionel Messi; Cristiano Ronaldo; Jude Bellingham,Sí,Otro,840,840,840,840
841,Q101 - Q150,3,0,Premium,1 a 2 veces por semana,Portugal,Federico Valverde,Sí,Amigos,841,841,841,841
842,Menos de Q25,1,0,Accesible,1 a 2 veces por semana,España,Lamine Yamal; Cristiano Ronaldo,Sí,Otro,842,842,842,842
843,Q101 - Q150,1,1,Premium,Varias veces al mes,Bosnia y Herzegovina,Vinícius Júnior; Cristiano Ronaldo,Sí,Amigos,843,843,843,843
844,Q101 - Q150,2,0,Moderado,3 a 5 veces por semana,Inglaterra,Cristiano Ronaldo; Kylian Mbappé; Harry Kane,Sí,Familia,844,844,844,844
845,Q25 - Q50,2,0,Premium,Todos los días,España,Neymar Jr.; Lionel Messi,Sí,Amigos,845,845,845,845
846,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,Portugal,Cristiano Ronaldo; Lionel Messi,Sí,Amigos,846,846,846,846
847,Q101 - Q150,1,1,Moderado,1 a 2 veces por semana,Alemania,Lionel Messi; Lamine Yamal,Sí,Familia,847,847,847,847
848,Menos de Q25,2,0,Moderado,Todos los días,Colombia,Neymar Jr.; Julián Álvarez; Lionel Messi,Sí,Amigos,848,848,848,848
849,Q25 - Q50,1,0,Accesible,3 a 5 veces por semana,Argentina,Cristiano Ronaldo; Kylian Mbappé,Sí,Familia,849,849,849,849
850,Q25 - Q50,3,0,Accesible,1 a 2 veces por semana,Portugal,Vinícius Júnior,Sí,Amigos,850,850,850,850
851,Q51 - Q100,2,1,Economico,3 a 5 veces por semana,México,Cristiano Ronaldo; Jude Bellingham,Sí,Amigos,851,851,851,851
852,Q25 - Q50,3,0,Accesible,Todos los días,Croacia,Cristiano Ronaldo,Sí,Solo,852,852,852,852
853,Menos de Q25,3,1,Economico,Varias veces al mes,Francia,Neymar Jr.; Kylian Mbappé; Federico Valverde,Sí,Familia,853,853,853,853
854,Más de Q150,2,1,Premium,3 a 5 veces por semana,Argentina,Lionel Messi; Kylian Mbappé; Julián Álvarez,Sí,Compañeros de trabajo,854,854,854,854
855,Q25 - Q50,1,1,Super Premium,3 a 5 veces por semana,Francia,Neymar Jr.,Sí,Familia,855,855,855,855
856,Q51 - Q100,3,1,Moderado,1 a 2 veces por semana,Portugal,Cristiano Ronaldo; Christian Pulisic; Vinícius Júnior,Sí,Amigos,856,856,856,856
857,Q51 - Q100,3,1,Premium,1 a 2 veces por semana,Brasil,Julián Álvarez; Lamine Yamal; Jude Bellingham,Sí,Amigos,857,857,857,857
858,Menos de Q25,2,0,Premium,Todos los días,Argentina,Cristiano Ronaldo,Sí,Familia,858,858,858,858
859,Q51 - Q100,1,1,Moderado,Rara vez,Brasil,Lionel Messi; Kylian Mbappé,Sí,Familia,859,859,859,859
860,Q51 - Q100,1,0,Accesible,3 a 5 veces por semana,Argentina,Lamine Yamal,Sí,Amigos,860,860,860,860
861,Q25 - Q50,3,1,Accesible,3 a 5 veces por semana,Nueva Zelanda,Jude Bellingham; Rodri; Cristiano Ronaldo,Sí,Solo,861,861,861,861
862,Q25 - Q50,2,1,Moderado,1 a 2 veces por semana,México,Rodri; Neymar Jr.,No,Amigos,862,862,862,862
863,Más de Q150,3,0,Premium,3 a 5 veces por semana,Canadá,Lionel Messi,No,Amigos,863,863,863,863
864,Q25 - Q50,3,0,Accesible,Varias veces al mes,México,Kylian Mbappé; Neymar Jr.; Vinícius Júnior,Sí,Familia,864,864,864,864
865,Q25 - Q50,1,0,Super Premium,Rara vez,Portugal,Vinícius Júnior; Cristiano Ronaldo; Neymar Jr.,Sí,Compañeros de trabajo,865,865,865,865
866,Q51 - Q100,1,1,Premium,Varias veces al mes,Francia,Lionel Messi,Sí,Familia,866,866,866,866
867,Q51 - Q100,3,1,Accesible,1 a 2 veces por semana,Uruguay,Lamine Yamal,No,Familia,867,867,867,867
868,Q25 - Q50,1,0,Accesible,1 a 2 veces por semana,Marruecos,Lionel Messi; Kylian Mbappé; Jude Bellingham,Sí,Familia,868,868,868,868
869,Q101 - Q150,3,0,Premium,Varias veces al mes,Brasil,Lionel Messi; Cristiano Ronaldo,Sí,Amigos,869,869,869,869
870,Q101 - Q150,2,1,Premium,3 a 5 veces por semana,Colombia,Kylian Mbappé,Sí,Amigos,870,870,870,870
871,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,Senegal,Kylian Mbappé,No,Amigos,871,871,871,871
872,Menos de Q25,2,0,Moderado,1 a 2 veces por semana,Uruguay,Neymar Jr.; Ninguno,Sí,Familia,872,872,872,872
873,Menos de Q25,2,1,Super Premium,3 a 5 veces por semana,Portugal,Vinícius Júnior,Sí,Amigos,873,873,873,873
874,Q101 - Q150,3,1,Accesible,Varias veces al mes,México,Vinícius Júnior,No,Amigos,874,874,874,874
875,Más de Q150,3,1,Moderado,3 a 5 veces por semana,México,Jude Bellingham; Lionel Messi,Sí,Solo,875,875,875,875
876,Q101 - Q150,2,1,Moderado,3 a 5 veces por semana,Estados Unidos,Lionel Messi,Sí,Amigos,876,876,876,876
877,Menos de Q25,3,0,Moderado,Todos los días,Brasil,Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,877,877,877,877
878,Q25 - Q50,2,1,Economico,3 a 5 veces por semana,Argentina,Kylian Mbappé; Lamine Yamal,Sí,Familia,878,878,878,878
879,Q51 - Q100,2,0,Accesible,1 a 2 veces por semana,Uruguay,Harry Kane,Sí,Compañeros de trabajo,879,879,879,879
880,Q101 - Q150,1,0,Economico,1 a 2 veces por semana,Brasil,Vinícius Júnior,Sí,Familia,880,880,880,880
881,Menos de Q25,2,0,Super Premium,1 a 2 veces por semana,España,Alphonso Davies; Cristiano Ronaldo,Sí,Otro,881,881,881,881
882,Q25 - Q50,3,0,Super Premium,3 a 5 veces por semana,Argentina,Kylian Mbappé; Rodri; Neymar Jr.,Sí,Familia,882,882,882,882
883,Q101 - Q150,2,1,Premium,Varias veces al mes,España,Neymar Jr.; Cristiano Ronaldo; Federico Valverde,Sí,Familia,883,883,883,883
884,Menos de Q25,3,0,Premium,Todos los días,Croacia,Cristiano Ronaldo; Lionel Messi; Vinícius Júnior,Sí,Amigos,884,884,884,884
885,Q25 - Q50,1,1,Accesible,Varias veces al mes,Brasil,Cristiano Ronaldo; Vinícius Júnior; Neymar Jr.,Sí,Familia,885,885,885,885
886,Q101 - Q150,2,0,Moderado,Todos los días,México,Cristiano Ronaldo; Lamine Yamal; Vinícius Júnior,No,Amigos,886,886,886,886
888,Q25 - Q50,3,1,Moderado,1 a 2 veces por semana,Argentina,Vinícius Júnior; Kylian Mbappé,Sí,Otro,888,888,888,888
889,Q101 - Q150,1,1,Moderado,1 a 2 veces por semana,Uruguay,Lamine Yamal,Sí,Otro,889,889,889,889
890,Q25 - Q50,3,1,Super Premium,Varias veces al mes,México,Lionel Messi; Cristiano Ronaldo; Jude Bellingham,Sí,Familia,890,890,890,890
891,Q25 - Q50,3,0,Accesible,1 a 2 veces por semana,Inglaterra,Julián Álvarez; Vinícius Júnior,Sí,Solo,891,891,891,891
892,Q51 - Q100,2,1,Accesible,Varias veces al mes,Senegal,Alphonso Davies; Lionel Messi,Sí,Amigos,892,892,892,892
893,Q25 - Q50,3,1,Economico,Rara vez,Congo DR,Federico Valverde; Lionel Messi; Cristiano Ronaldo,Sí,Amigos,893,893,893,893
894,Q25 - Q50,2,0,Moderado,1 a 2 veces por semana,Estados Unidos,Lamine Yamal; Neymar Jr.; Lionel Messi,Sí,Amigos,894,894,894,894
895,Q51 - Q100,3,1,Moderado,Todos los días,Francia,Lamine Yamal,Sí,Familia,895,895,895,895
896,Q51 - Q100,2,1,Accesible,1 a 2 veces por semana,Brasil,Jude Bellingham; Lionel Messi; Christian Pulisic,Sí,Familia,896,896,896,896
897,Q101 - Q150,3,0,Moderado,1 a 2 veces por semana,Estados Unidos,Kylian Mbappé,Sí,Familia,897,897,897,897
898,Menos de Q25,3,1,Moderado,3 a 5 veces por semana,Irak,Alphonso Davies; Neymar Jr.,Sí,Amigos,898,898,898,898
899,Más de Q150,3,1,Moderado,3 a 5 veces por semana,Brasil,Lamine Yamal; Cristiano Ronaldo,Sí,Amigos,899,899,899,899
900,Q25 - Q50,2,0,Accesible,1 a 2 veces por semana,Argentina,Lionel Messi; Neymar Jr.; Kylian Mbappé,No,Amigos,900,900,900,900
901,Q25 - Q50,3,1,Moderado,3 a 5 veces por semana,México,Lionel Messi; Cristiano Ronaldo; Vinícius Júnior,Sí,Amigos,901,901,901,901
902,Q51 - Q100,2,1,Economico,Todos los días,Francia,Alphonso Davies; Lionel Messi; Kylian Mbappé,Sí,Solo,902,902,902,902
903,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,Brasil,Lionel Messi; Kylian Mbappé; Cristiano Ronaldo,No,Amigos,903,903,903,903
904,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Alemania,Neymar Jr.; Christian Pulisic; Vinícius Júnior,Sí,Compañeros de trabajo,904,904,904,904
905,Q51 - Q100,1,1,Accesible,Varias veces al mes,Inglaterra,Julián Álvarez; Vinícius Júnior; Harry Kane,Sí,Amigos,905,905,905,905
906,Menos de Q25,1,1,Accesible,3 a 5 veces por semana,Ghana,Vinícius Júnior,Sí,Otro,906,906,906,906
907,Q51 - Q100,2,0,Moderado,3 a 5 veces por semana,Portugal,Cristiano Ronaldo; Vinícius Júnior,Sí,Familia,907,907,907,907
908,Menos de Q25,3,1,Premium,Varias veces al mes,Portugal,Lionel Messi; Vinícius Júnior; Harry Kane,No,Familia,908,908,908,908
909,Q51 - Q100,1,1,Accesible,Varias veces al mes,Argentina,Neymar Jr.,Sí,Amigos,909,909,909,909
910,Q25 - Q50,1,0,Premium,Todos los días,Argentina,Lionel Messi,Sí,Familia,910,910,910,910
911,Q25 - Q50,2,1,Premium,Todos los días,Canadá,Neymar Jr.,Sí,Amigos,911,911,911,911
912,Menos de Q25,2,1,Premium,1 a 2 veces por semana,Brasil,Neymar Jr.,Sí,Familia,912,912,912,912
913,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Argentina,Lionel Messi; Vinícius Júnior,Sí,Amigos,913,913,913,913
914,Q51 - Q100,2,0,Premium,1 a 2 veces por semana,Uruguay,Cristiano Ronaldo,Sí,Amigos,914,914,914,914
915,Q101 - Q150,1,1,Moderado,Rara vez,Francia,Christian Pulisic; Lionel Messi,Sí,Compañeros de trabajo,915,915,915,915
916,Q25 - Q50,1,1,Accesible,Varias veces al mes,Inglaterra,Cristiano Ronaldo; Lionel Messi,No,Compañeros de trabajo,916,916,916,916
917,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Portugal,Neymar Jr.,No,Amigos,917,917,917,917
918,Q25 - Q50,3,1,Moderado,1 a 2 veces por semana,Estados Unidos,Julián Álvarez,Sí,Amigos,918,918,918,918
919,Q25 - Q50,1,0,Moderado,Todos los días,Argentina,Lionel Messi; Christian Pulisic; Federico Valverde,Sí,Amigos,919,919,919,919
920,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Portugal,Harry Kane; Neymar Jr.; Cristiano Ronaldo,Sí,Compañeros de trabajo,920,920,920,920
921,Menos de Q25,2,0,Moderado,1 a 2 veces por semana,Francia,Harry Kane; Ninguno,No,Solo,921,921,921,921
922,Q51 - Q100,1,1,Economico,3 a 5 veces por semana,Bosnia y Herzegovina,Neymar Jr.; Cristiano Ronaldo,Sí,Amigos,922,922,922,922
923,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,México,Federico Valverde; Lamine Yamal,Sí,Familia,923,923,923,923
924,Q25 - Q50,2,0,Accesible,Todos los días,España,Rodri; Kylian Mbappé; Lionel Messi,Sí,Amigos,924,924,924,924
925,Q51 - Q100,1,1,Accesible,Varias veces al mes,Portugal,Lionel Messi; Rodri,Sí,Familia,925,925,925,925
926,Q25 - Q50,3,0,Super Premium,Varias veces al mes,Egipto,Jude Bellingham,No,Familia,926,926,926,926
927,Q25 - Q50,3,0,Super Premium,Todos los días,España,Lionel Messi; Cristiano Ronaldo,No,Amigos,927,927,927,927
928,Menos de Q25,2,1,Accesible,Todos los días,Uruguay,Rodri; Lionel Messi,Sí,Amigos,928,928,928,928
929,Q51 - Q100,3,0,Super Premium,Varias veces al mes,México,Lionel Messi; Federico Valverde,No,Otro,929,929,929,929
930,Q25 - Q50,2,1,Accesible,3 a 5 veces por semana,Canadá,Julián Álvarez; Cristiano Ronaldo,Sí,Familia,930,930,930,930
931,Q25 - Q50,2,0,Accesible,Todos los días,España,Neymar Jr.,Sí,Familia,931,931,931,931
932,Q51 - Q100,2,1,Premium,1 a 2 veces por semana,Portugal,Jude Bellingham; Christian Pulisic,Sí,Amigos,932,932,932,932
933,Q51 - Q100,3,1,Economico,Varias veces al mes,Brasil,Lionel Messi; Neymar Jr.,Sí,Compañeros de trabajo,933,933,933,933
